City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
458,Asosa,ET,10.0667,34.5333,59.43,85,100,3.11,overcast clouds,2021-08-01 21:39:46
459,Oksbol,DK,55.6268,8.2876,58.82,79,41,17.18,scattered clouds,2021-08-01 21:39:46
460,Matay,EG,28.419,30.7792,88.97,23,0,11.18,clear sky,2021-08-01 21:39:47
461,Hanzhong,CN,33.0728,107.0303,72.84,84,1,0.87,clear sky,2021-08-01 21:39:47
462,Qostanay,KZ,53.1667,63.5833,67.93,74,86,6.55,overcast clouds,2021-08-01 21:39:48
463,Luanshya,ZM,-13.1367,28.4166,55.42,74,31,4.43,scattered clouds,2021-08-01 21:39:48
464,Winnemucca,US,40.973,-117.7357,86.11,39,1,9.22,clear sky,2021-08-01 21:39:48
465,Gazanjyk,TM,39.2446,55.5154,84.18,13,56,5.26,broken clouds,2021-08-01 21:39:49
466,Vostok,RU,46.4856,135.8833,68.32,76,41,2.59,scattered clouds,2021-08-01 21:39:49
467,Quelimane,MZ,-17.8786,36.8883,66.15,82,0,0.0,clear sky,2021-08-01 21:39:49
468,Mwanza,TZ,-2.5167,32.9,70.5,43,11,7.25,few clouds,2021-08-01 21:39:50
469,Gunjur,GM,13.2019,-16.7339,78.87,100,75,0.0,broken clouds,2021-08-01 21:39:50
470,Gewane,ET,10.1664,40.6453,81.39,59,84,7.74,light rain,2021-08-01 21:39:50
471,Kismayo,SO,-0.3582,42.5454,75.29,84,43,18.41,scattered clouds,2021-08-01 21:39:51
472,Fort Nelson,CA,58.8053,-122.7002,87.39,42,1,4.61,smoke,2021-08-01 21:39:51
473,Gboko,NG,7.3179,8.9951,72.01,96,100,6.4,light rain,2021-08-01 21:39:51
474,Namatanai,PG,-3.6667,152.4333,80.94,79,12,6.13,few clouds,2021-08-01 21:39:52
475,Luau,AO,-10.7073,22.2247,63.84,34,20,4.36,few clouds,2021-08-01 21:39:52
476,Zhigansk,RU,66.7697,123.3711,64.78,64,49,14.54,scattered clouds,2021-08-01 21:39:53
477,Merauke,ID,-8.4667,140.3333,74.07,82,8,12.64,clear sky,2021-08-01 21:39:53
478,Tumpat,MY,6.1978,102.171,77.94,94,20,1.14,few clouds,2021-08-01 21:39:53
479,Sabha,LY,27.0377,14.4283,88.45,12,0,1.34,clear sky,2021-08-01 21:39:54
480,Evensk,RU,61.95,159.2333,45.25,82,100,17.92,light rain,2021-08-01 21:39:54
481,Buala,SB,-8.145,159.5921,78.62,86,98,7.11,moderate rain,2021-08-01 21:39:54
482,Primorsk,UA,46.7348,36.3443,76.33,62,0,4.81,clear sky,2021-08-01 21:39:55
483,Marzuq,YE,14.4,46.4667,81.64,52,97,6.89,overcast clouds,2021-08-01 21:39:55
484,Thunder Bay,CA,48.4001,-89.3168,73.38,41,75,9.22,broken clouds,2021-08-01 21:36:35
485,Beberibe,BR,-4.1797,-38.1306,80.64,84,75,8.99,broken clouds,2021-08-01 21:39:55
486,Atbasar,KZ,51.8,68.3333,70.12,59,2,6.82,clear sky,2021-08-01 21:39:56
487,Goundam,ML,16.4145,-3.6708,91.92,39,3,10.31,clear sky,2021-08-01 21:39:56
488,Srikakulam,IN,18.3,83.9,81.77,69,97,5.06,overcast clouds,2021-08-01 21:39:56
489,Cuenca,EC,-2.8833,-78.9833,62.73,51,75,11.5,broken clouds,2021-08-01 21:39:57
490,Porto Novo,BJ,6.4965,2.6036,78.62,87,45,5.08,scattered clouds,2021-08-01 21:39:57
491,Macenta,GN,8.5435,-9.471,68.61,99,98,2.53,light rain,2021-08-01 21:39:57
492,Antofagasta,CL,-23.65,-70.4,58.28,75,27,4.05,scattered clouds,2021-08-01 21:36:03
493,Bull Savanna,JM,17.8868,-77.5902,83.46,69,29,17.52,scattered clouds,2021-08-01 21:39:58
494,Auki,SB,-8.7676,160.7034,80.33,76,93,8.12,overcast clouds,2021-08-01 21:39:58
495,Terra Santa,BR,-2.1042,-56.4869,78.8,72,92,3.06,overcast clouds,2021-08-01 21:39:58
496,Las Palmas,ES,28.4204,-14.0131,68.79,73,20,18.41,few clouds,2021-08-01 21:39:59
497,Nirasaki,JP,35.7,138.45,77.88,90,56,1.05,broken clouds,2021-08-01 21:39:59
498,Soyo,AO,-6.1349,12.3689,72.41,85,44,8.12,scattered clouds,2021-08-01 21:39:59
499,Umm Kaddadah,SD,13.6017,26.6876,82.35,59,15,20.8,few clouds,2021-08-01 21:40:00
500,Ladario,BR,-19.0047,-57.6017,80.89,28,0,10.36,clear sky,2021-08-01 21:40:00
501,Olga,RU,43.7444,135.2892,68.16,92,100,7.96,overcast clouds,2021-08-01 21:40:01
502,Muroto,JP,33.2833,134.15,77.04,80,83,6.04,broken clouds,2021-08-01 21:40:01
503,Bandundu,CD,-3.3167,17.3667,82.35,34,99,3.67,overcast clouds,2021-08-01 21:40:04
504,Laguna,US,38.421,-121.4238,104.65,32,1,4.0,clear sky,2021-08-01 21:40:04
505,Atambua,ID,-9.1061,124.8925,69.66,88,45,5.23,scattered clouds,2021-08-01 21:40:04
506,Kulhudhuffushi,MV,6.6221,73.07,82.63,76,99,15.3,overcast clouds,2021-08-01 21:40:05
507,Kibakwe,TZ,-6.7167,36.3667,58.73,72,2,3.74,clear sky,2021-08-01 21:40:05
508,Huimanguillo,MX,17.85,-93.3833,91.17,57,68,9.42,broken clouds,2021-08-01 21:40:05
509,Am Timan,TD,11.0297,20.2827,71.73,95,87,4.03,overcast clouds,2021-08-01 21:40:06
510,Porbandar,IN,21.6422,69.6093,81.23,83,100,21.27,overcast clouds,2021-08-01 21:38:21
511,Orotukan,RU,62.2667,151.7,38.37,93,100,12.06,light rain,2021-08-01 21:40:06
512,Alugan,PH,12.2188,125.4808,82.58,76,97,9.1,overcast clouds,2021-08-01 21:40:06
513,Lakatoro,VU,-16.0999,167.4164,73.22,60,45,8.3,scattered clouds,2021-08-01 21:40:07
514,Maumere,ID,-8.6199,122.2111,78.1,83,86,8.59,overcast clouds,2021-08-01 21:40:07
515,Cumberland,US,35.0502,-78.8664,88.21,86,75,6.91,broken clouds,2021-08-01 21:40:07
516,Aitape,PG,-3.1374,142.3475,78.44,87,27,3.89,scattered clouds,2021-08-01 21:40:08
517,Boysun,UZ,38.2061,67.1986,72.59,28,0,5.59,clear sky,2021-08-01 21:40:08
518,Nicoya,CR,10.1483,-85.452,87.35,79,98,6.22,overcast clouds,2021-08-01 21:40:08
519,Prince Rupert,CA,54.3161,-130.3201,60.89,93,90,4.61,overcast clouds,2021-08-01 21:37:25
520,Gravelbourg,CA,49.8834,-106.5512,88.07,17,58,5.97,broken clouds,2021-08-01 21:40:09
521,Port Macquarie,AU,-31.4333,152.9167,57.88,75,91,7.49,overcast clouds,2021-08-01 21:40:09
522,Quatre Cocos,MU,-20.2078,57.7625,68.11,68,52,15.61,broken clouds,2021-08-01 21:40:10
523,Iskateley,RU,67.6803,53.1512,49.51,90,93,8.25,overcast clouds,2021-08-01 21:40:10
524,Mazagao,BR,-0.115,-51.2894,86.05,88,71,1.43,light rain,2021-08-01 21:40:10
525,Banjar,ID,-8.19,114.9675,78.66,89,25,5.91,scattered clouds,2021-08-01 21:40:11
526,Bestobe,KZ,52.4994,73.0975,70.21,58,4,10.33,clear sky,2021-08-01 21:40:11
527,Bagdarin,RU,54.4333,113.6,49.1,93,87,1.95,overcast clouds,2021-08-01 21:40:11
528,Amuntai,ID,-2.4177,115.2494,73.56,97,100,1.41,overcast clouds,2021-08-01 21:40:12
529,Okha,RU,53.5739,142.9478,56.44,74,79,7.7,broken clouds,2021-08-01 21:40:12
530,Vila Velha,BR,-20.3297,-40.2925,71.96,64,20,6.91,few clouds,2021-08-01 21:40:12
531,Anadyr,RU,64.75,177.4833,48.7,70,40,4.0,light rain,2021-08-01 21:40:13
532,Nueva Helvecia,UY,-34.3,-57.2333,48.6,86,0,5.35,clear sky,2021-08-01 21:40:13
533,Reidsville,US,36.3549,-79.6645,87.12,61,1,6.91,haze,2021-08-01 21:40:13
534,Sorrento,IT,40.626,14.3744,82.53,36,0,6.91,clear sky,2021-08-01 21:40:13
535,San Mateo Ixtatan,GT,15.8319,-91.4781,72.95,88,85,7.58,overcast clouds,2021-08-01 21:40:14
536,Salina,US,38.8403,-97.6114,88.02,34,20,8.99,few clouds,2021-08-01 21:35:42
537,Noyabrsk,RU,63.1994,75.4507,58.32,65,100,10.51,overcast clouds,2021-08-01 21:40:14
538,Selikhino,RU,50.3672,137.4996,59.88,81,57,7.96,broken clouds,2021-08-01 21:40:15
539,Shimoda,JP,34.6667,138.95,86.11,74,3,1.97,clear sky,2021-08-01 21:40:15
540,Dauphin,CA,51.1494,-100.0502,80.74,41,40,3.44,haze,2021-08-01 21:40:15
541,Lagos,NG,6.5833,3.75,79.12,89,77,3.6,broken clouds,2021-08-01 21:39:47
542,Shenkursk,RU,62.1091,42.896,58.01,98,100,5.95,overcast clouds,2021-08-01 21:40:16
543,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,77,40,16.11,scattered clouds,2021-08-01 21:40:16
544,Komsomolskiy,UZ,40.4272,71.7189,80.02,34,100,2.3,overcast clouds,2021-08-01 21:40:16
545,Yulara,AU,-25.2406,130.9889,48.04,53,0,8.05,clear sky,2021-08-01 21:40:17
546,Axim,GH,4.8699,-2.2405,75.88,89,21,5.48,few clouds,2021-08-01 21:40:17
547,Moron,AR,-34.6534,-58.6198,56.01,64,0,2.55,clear sky,2021-08-01 21:40:17
548,Hun,LY,29.1268,15.9477,86.74,21,0,8.23,clear sky,2021-08-01 21:40:18
549,Katiola,CI,8.1333,-5.1,75.83,90,94,4.47,overcast clouds,2021-08-01 21:40:18
550,Fare,PF,-16.7,-151.0167,77.05,68,48,12.93,scattered clouds,2021-08-01 21:40:19
551,Katherine,AU,-14.4667,132.2667,68.32,73,11,0.0,few clouds,2021-08-01 21:40:19
552,Peabiru,BR,-23.9128,-52.3431,68.22,68,51,2.82,broken clouds,2021-08-01 21:40:19
553,Stillwater,US,36.1156,-97.0584,86.29,60,90,3.0,haze,2021-08-01 21:37:53
554,Kingman,US,35.1894,-114.053,99.03,26,20,5.75,few clouds,2021-08-01 21:38:08
555,Cassilandia,BR,-19.1133,-51.7342,70.34,34,3,5.53,clear sky,2021-08-01 21:40:20
556,Princeville,CA,45.7668,-61.2985,73.63,62,90,3.44,overcast clouds,2021-08-01 21:40:20
557,Pathein,MM,16.7833,94.7333,77.13,92,100,6.73,overcast clouds,2021-08-01 21:40:21
558,Hermsdorf,DE,50.9,11.8667,59.43,88,94,6.29,overcast clouds,2021-08-01 21:40:21
559,Alexandria,EG,31.2156,29.9553,81.14,89,0,6.91,clear sky,2021-08-01 21:40:21
560,Karia,NG,11.7306,11.1629,74.77,88,94,14.65,moderate rain,2021-08-01 21:40:22
561,Sao Joao Da Barra,BR,-21.6403,-41.0511,64.49,66,92,8.23,overcast clouds,2021-08-01 21:40:22
562,Tura,IN,25.5198,90.2201,73.54,98,91,3.27,overcast clouds,2021-08-01 21:40:22
563,Guarapari,BR,-20.6667,-40.4975,71.91,72,7,2.68,clear sky,2021-08-01 21:40:23
564,Lampazos De Naranjo,MX,27.0167,-100.5167,101.39,25,2,16.24,clear sky,2021-08-01 21:40:23
565,Rafaela,AR,-31.2503,-61.4867,54.16,46,0,6.46,clear sky,2021-08-01 21:40:23
566,Xichang,CN,27.8964,102.2634,61.18,82,0,2.44,clear sky,2021-08-01 21:40:24
567,Lazaro Cardenas,MX,17.9583,-102.2,86.56,70,10,11.79,clear sky,2021-08-01 21:37:15
568,Pangkalanbuun,ID,-2.6833,111.6167,72.88,98,88,2.08,overcast clouds,2021-08-01 21:40:24
569,Kamaishi,JP,39.2667,141.8833,77.18,92,15,9.4,few clouds,2021-08-01 21:40:25
570,Antonina,BR,-25.4286,-48.7119,65.14,96,88,1.63,overcast clouds,2021-08-01 21:40:25
571,Raudeberg,NO,61.9875,5.1352,52.86,75,10,15.68,clear sky,2021-08-01 21:40:25
572,Gamboma,CG,-1.8764,15.8644,81.14,47,77,3.04,broken clouds,2021-08-01 21:40:26
573,Teguldet,RU,57.3064,88.1667,52.79,97,16,1.36,few clouds,2021-08-01 21:40:26
574,Launceston,AU,-41.45,147.1667,39.15,93,90,4.61,overcast clouds,2021-08-01 21:40:26
575,Hokitika,NZ,-42.7167,170.9667,51.42,89,83,0.58,broken clouds,2021-08-01 21:40:27
576,Lewistown,US,40.5992,-77.5714,80.91,82,75,29.93,heavy intensity rain,2021-08-01 21:40:27
577,Whyalla,AU,-33.0333,137.5833,39.09,93,0,5.75,clear sky,2021-08-01 21:40:27
578,Roald,NO,62.5833,6.1333,54.0,76,90,11.5,overcast clouds,2021-08-01 21:40:28
579,Rincon,US,32.296,-81.2354,96.66,52,40,10.36,light rain,2021-08-01 21:40:28
580,Silopi,TR,37.2497,42.4694,90.01,22,73,6.31,broken clouds,2021-08-01 21:40:29
581,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,19,0,17.27,clear sky,2021-08-01 21:40:29
582,Ust-Maya,RU,60.4167,134.5333,63.63,61,95,4.76,overcast clouds,2021-08-01 21:40:29
583,Tucumcari,US,35.1717,-103.725,71.44,83,90,4.61,overcast clouds,2021-08-01 21:38:06
584,Lekoni,GA,-1.5843,14.2591,79.86,58,100,8.32,overcast clouds,2021-08-01 21:40:30
585,Zhezkazgan,KZ,47.8043,67.7144,81.46,29,74,8.68,broken clouds,2021-08-01 21:40:30
586,Carman,CA,49.4992,-98.0016,84.9,29,0,3.44,clear sky,2021-08-01 21:40:30
587,Praia,CV,14.9215,-23.5087,77.54,69,75,9.22,broken clouds,2021-08-01 21:35:37
588,Yenangyaung,MM,20.4667,94.8833,77.74,85,100,11.27,overcast clouds,2021-08-01 21:40:31
589,Salihorsk,BY,52.7876,27.5415,66.15,87,66,6.2,broken clouds,2021-08-01 21:40:31
590,Chillicothe,US,39.3331,-82.9824,79.52,89,40,4.61,scattered clouds,2021-08-01 21:40:31
591,Amga,RU,60.8953,131.9608,66.72,57,96,3.58,overcast clouds,2021-08-01 21:40:32
592,Hinche,HT,19.15,-72.0167,89.02,88,100,9.33,overcast clouds,2021-08-01 21:40:32
593,Fairbanks,US,64.8378,-147.7164,74.25,53,75,3.44,broken clouds,2021-08-01 21:35:41
594,Karratha,AU,-20.7377,116.8463,59.63,49,0,11.12,clear sky,2021-08-01 21:40:32
595,Tikhvin,RU,59.6451,33.5294,56.21,89,23,5.08,few clouds,2021-08-01 21:40:33
596,Valle De Allende,MX,26.9333,-105.4,81.75,39,94,1.59,overcast clouds,2021-08-01 21:40:33
597,Belyy Yar,RU,53.6039,91.3903,53.49,94,0,4.47,clear sky,2021-08-01 21:40:33
598,Kargasok,RU,59.0556,80.8572,49.96,88,48,4.92,scattered clouds,2021-08-01 21:40:34
599,Itarema,BR,-2.9248,-39.9167,78.58,77,80,13.62,broken clouds,2021-08-01 21:40:34
600,Dieppe,FR,49.75,1.1667,60.98,94,14,4.03,few clouds,2021-08-01 21:40:34
601,Orlik,RU,52.5178,99.825,49.46,97,100,4.92,moderate rain,2021-08-01 21:40:35
602,Prado,BR,-17.3411,-39.2208,69.8,59,99,10.42,overcast clouds,2021-08-01 21:40:35
603,Yerakion,GR,37.0,22.7,85.3,31,0,4.16,clear sky,2021-08-01 21:40:36
604,Odweyne,SO,9.4092,45.064,72.46,53,7,16.51,clear sky,2021-08-01 21:40:36
605,Kiunga,PG,-6.1219,141.2906,72.72,94,87,2.98,overcast clouds,2021-08-01 21:40:36
606,Aguimes,ES,27.9054,-15.4461,70.66,68,20,26.46,few clouds,2021-08-01 21:40:37
607,Rapid Valley,US,44.0625,-103.1463,89.85,22,1,3.44,smoke,2021-08-01 21:40:37
608,Malaya Vishera,RU,58.8454,32.2222,58.8,83,66,4.36,light rain,2021-08-01 21:40:37
609,Saint Anthony,US,45.0205,-93.218,80.92,37,90,3.0,overcast clouds,2021-08-01 21:40:38
610,Benxi,CN,41.2886,123.765,72.55,94,100,2.59,light rain,2021-08-01 21:40:38
611,Dukat,RU,62.55,155.55,33.3,100,100,6.11,snow,2021-08-01 21:40:38
612,Rocha,UY,-34.4833,-54.3333,46.08,93,2,4.25,clear sky,2021-08-01 21:40:39
613,Samfya,ZM,-11.3649,29.5565,59.74,67,14,8.93,few clouds,2021-08-01 21:40:39
614,San Rafael,AR,-34.6177,-68.3301,58.37,30,12,11.77,few clouds,2021-08-01 21:40:35
615,Muros,ES,42.7762,-9.0603,64.99,93,100,6.49,overcast clouds,2021-08-01 21:40:39
616,Altay,CN,47.8667,88.1167,57.54,57,26,3.69,scattered clouds,2021-08-01 21:40:40
617,Puerto Asis,CO,0.5133,-76.5007,75.76,96,100,1.79,overcast clouds,2021-08-01 21:40:40
618,Murashi,RU,59.3999,48.9615,58.71,77,93,4.36,light rain,2021-08-01 21:40:40
619,Beaupre,CA,47.0443,-70.8953,74.21,49,100,5.75,overcast clouds,2021-08-01 21:40:41
620,Chipinge,ZW,-20.1883,32.6236,52.41,50,0,2.39,clear sky,2021-08-01 21:40:41
621,Gawler,AU,-34.6,138.7333,54.48,59,0,12.06,clear sky,2021-08-01 21:40:41
622,Mehamn,NO,71.0357,27.8492,49.91,95,100,19.57,overcast clouds,2021-08-01 21:40:42
623,Hay River,CA,60.8156,-115.7999,82.38,44,75,6.91,broken clouds,2021-08-01 21:40:42
624,Verkhoturye,RU,58.8627,60.8054,55.24,96,1,5.68,clear sky,2021-08-01 21:40:42
625,Vanavara,RU,60.34,102.2797,54.48,65,39,4.09,scattered clouds,2021-08-01 21:40:43
626,Havoysund,NO,70.9963,24.6622,45.48,80,100,9.62,light rain,2021-08-01 21:40:43
627,Safford,US,32.834,-109.7076,94.12,36,1,0.0,clear sky,2021-08-01 21:40:43
628,Nemuro,JP,43.3236,145.575,65.82,99,100,8.52,overcast clouds,2021-08-01 21:40:44
629,Alekseyevsk,RU,57.8406,108.3492,55.31,67,100,4.97,overcast clouds,2021-08-01 21:40:44
630,Otjimbingwe,NA,-22.35,16.1333,62.69,24,0,8.12,clear sky,2021-08-01 21:40:44
631,Sunrise Manor,US,36.2111,-115.0731,100.58,33,1,12.66,clear sky,2021-08-01 21:40:45
632,San Andres,CO,12.5847,-81.7006,84.22,84,40,16.11,scattered clouds,2021-08-01 21:40:40
633,Kyabe,TD,9.4515,18.9449,72.84,91,100,3.36,overcast clouds,2021-08-01 21:40:45
634,Qaqortoq,GL,60.7167,-46.0333,61.3,85,100,3.44,light rain,2021-08-01 21:40:45
635,Karema,TZ,-6.8205,30.4389,70.72,45,2,5.37,clear sky,2021-08-01 21:40:46
636,Bonthe,SL,7.5264,-12.505,76.73,85,100,10.16,light rain,2021-08-01 21:40:46
637,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,50.4,91,35,5.7,scattered clouds,2021-08-01 21:40:46
638,Chengde,CN,40.9725,117.9361,64.17,92,11,2.82,few clouds,2021-08-01 21:40:47
639,Korhogo,CI,9.45,-5.6333,70.68,96,82,4.03,broken clouds,2021-08-01 21:40:47
640,Neos Oropos,GR,39.1514,20.7367,90.01,52,0,2.3,clear sky,2021-08-01 21:40:47
641,Chadan,RU,51.2833,91.5833,51.82,76,4,3.18,clear sky,2021-08-01 21:40:48
642,Santo Tomas,PH,14.1079,121.1414,81.57,89,100,8.14,light rain,2021-08-01 21:40:48
643,Pitimbu,BR,-7.4706,-34.8086,77.59,76,2,18.25,clear sky,2021-08-01 21:40:48
644,Chunoyar,RU,57.4467,97.3217,56.86,95,100,1.9,overcast clouds,2021-08-01 21:40:49
645,Manono,CD,-7.3,27.4167,72.45,36,1,3.51,clear sky,2021-08-01 21:40:49
646,Olafsvik,IS,64.8945,-23.7142,53.85,92,100,1.7,overcast clouds,2021-08-01 21:40:49
647,Shenzhen,CN,22.5455,114.0683,85.86,93,78,1.81,broken clouds,2021-08-01 21:40:50
648,Shingu,JP,33.7333,135.9833,79.92,82,68,3.15,broken clouds,2021-08-01 21:40:50
649,Port-Gentil,GA,-0.7193,8.7815,75.16,94,90,8.05,light rain,2021-08-01 21:40:50
650,Tynda,RU,55.1667,124.7167,52.32,98,100,2.53,overcast clouds,2021-08-01 21:40:51
651,Bodden Town,KY,19.2833,-81.25,87.93,76,40,4.0,scattered clouds,2021-08-01 21:40:51
652,Hukuntsi,BW,-24.0,21.75,50.77,35,0,6.69,clear sky,2021-08-01 21:40:51
653,Bertoua,CM,4.5833,13.6833,67.8,98,100,2.37,moderate rain,2021-08-01 21:40:52
654,Slave Lake,CA,55.2834,-114.769,80.58,61,20,5.75,few clouds,2021-08-01 21:40:52
655,Nome,US,64.5011,-165.4064,51.87,87,90,13.8,light rain,2021-08-01 21:40:52
656,Sigli,ID,5.3848,95.9609,80.4,68,100,7.0,overcast clouds,2021-08-01 21:40:53
657,Mahina,PF,-17.5065,-149.489,80.37,57,20,9.22,few clouds,2021-08-01 21:40:53
658,Charters Towers,AU,-20.1,146.2667,63.93,87,12,5.91,few clouds,2021-08-01 21:40:53
659,Mwense,ZM,-10.3845,28.698,63.61,56,1,5.55,clear sky,2021-08-01 21:40:54
660,Juneau,US,58.3019,-134.4197,73.4,79,20,9.22,few clouds,2021-08-01 21:40:54
661,Otake,JP,34.2,132.2167,81.01,49,75,5.75,broken clouds,2021-08-01 21:40:54
662,Conde,BR,-7.2597,-34.9075,76.46,78,75,11.5,broken clouds,2021-08-01 21:40:55
663,Morwell,AU,-38.2333,146.4,43.39,88,3,1.05,clear sky,2021-08-01 21:40:55
664,Parnamirim,BR,-5.9156,-35.2628,78.69,73,0,16.11,clear sky,2021-08-01 21:37:18
665,Mercedes,AR,-34.6515,-59.4307,55.85,66,0,4.74,clear sky,2021-08-01 21:40:55
666,Ulladulla,AU,-35.35,150.4667,44.1,88,1,4.18,clear sky,2021-08-01 21:40:56
667,Roma,US,43.2128,-75.4557,66.06,93,20,0.0,few clouds,2021-08-01 21:40:56
668,Pandegelang,ID,-6.31,106.1058,76.66,94,18,0.94,few clouds,2021-08-01 21:40:57
669,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.47,82,2,9.01,clear sky,2021-08-01 21:40:57
670,Balkhash,KZ,46.844,74.9804,77.99,39,4,10.2,clear sky,2021-08-01 21:40:57
671,Primero De Marzo,PY,-25.153,-56.928,71.51,56,7,2.68,clear sky,2021-08-01 21:40:58
672,Luanda,AO,-8.8368,13.2343,73.4,88,75,5.75,broken clouds,2021-08-01 21:40:32
673,Rabaul,PG,-4.1967,152.1721,79.79,81,12,11.92,few clouds,2021-08-01 21:40:58
674,Yar-Sale,RU,66.8333,70.8333,54.68,96,100,16.93,light rain,2021-08-01 21:40:58
675,Sompeta,IN,18.9333,84.6,82.4,72,100,5.53,overcast clouds,2021-08-01 21:40:59
676,Marion,US,39.7684,-86.1555,80.92,54,75,18.41,broken clouds,2021-08-01 21:40:59
677,Black River,JM,18.0264,-77.8487,82.4,66,45,16.13,light rain,2021-08-01 21:40:59
678,Naze,JP,28.3667,129.4833,79.2,86,89,12.93,overcast clouds,2021-08-01 21:41:00
679,Frankfort,ZA,-27.2667,28.4833,47.12,31,3,6.67,clear sky,2021-08-01 21:41:00
680,Mandalgovi,MN,45.7625,106.2708,64.35,48,100,4.5,overcast clouds,2021-08-01 21:41:00
681,Leshan,CN,29.5623,103.7639,73.22,82,0,1.45,clear sky,2021-08-01 21:41:01
682,Alamosa,US,37.4695,-105.87,71.58,53,40,0.0,scattered clouds,2021-08-01 21:41:01
683,Tamiahua,MX,21.2667,-97.45,87.04,63,8,10.16,clear sky,2021-08-01 21:41:01
684,Nyimba,ZM,-14.5566,30.8149,62.44,63,41,3.49,scattered clouds,2021-08-01 21:41:02
685,Awjilah,LY,29.1081,21.2869,87.73,24,3,10.67,clear sky,2021-08-01 21:41:02
686,Bemban,MY,2.2684,102.3746,76.8,100,20,0.0,few clouds,2021-08-01 21:41:03
687,Thouars,FR,46.976,-0.2151,61.14,87,18,7.52,few clouds,2021-08-01 21:41:03
688,Kirakira,SB,-10.4544,161.9205,78.39,75,88,8.48,overcast clouds,2021-08-01 21:36:02
